"PERIOD","UNI","FIELD","LEVEL","SEX","VALUE"
"2015/16","14","14","3","1","3"
"2015/16","14","14","3","2","18"
"2015/16","14","14","5","1","16"
"2015/16","14","14","5","2","71"
"2015/16","15","5","2","1","36"
"2015/16","15","5","2","2","52"
"2015/16","15","5","5","1","2"
"2015/16","17","15","1","1","902"
"2015/16","17","15","1","2","815"
"2015/16","17","15","2","1","1507"
"2015/16","17","15","2","2","6208"
"2015/16","17","15","3","1","899"
"2015/16","17","15","3","2","2419"
"2015/16","17","15","5","1","61"
"2015/16","17","15","5","2","176"
"2016/17","1","1","2","1","443"
"2016/17","1","1","2","2","130"
"2016/17","1","1","3","1","43"
"2016/17","1","1","3","2","20"
"2016/17","1","1","5","1","2"
"2016/17","1","1","5","2","1"
"2016/17","1","2","2","1","1019"
"2016/17","1","2","2","2","96"
"2016/17","1","2","3","1","48"
"2016/17","1","2","3","2","4"
"2016/17","1","2","5","1","133"
"2016/17","1","2","5","2","21"
"2016/17","1","3","2","1","72"
"2016/17","1","3","2","2","91"
"2016/17","1","3","3","1","62"
"2016/17","1","3","3","2","68"
"2016/17","1","4","2","1","225"
"2016/17","1","4","2","2","172"
"2016/17","1","5","2","1","647"
"2016/17","1","5","2","2","405"
"2016/17","1","5","3","1","69"
"2016/17","1","5","3","2","41"
"2016/17","1","5","5","1","54"
"2016/17","1","5","5","2","20"
"2016/17","1","6","2","1","32"
"2016/17","1","6","2","2","108"
"2016/17","1","6","3","1","17"
"2016/17","1","6","3","2","71"
"2016/17","1","6","5","1","1"
"2016/17","1","6","5","2","1"
"2016/17","1","7","2","1","88"
"2016/17","1","7","2","2","23"
"2016/17","1","7","3","1","50"
"2016/17","1","7","3","2","22"
"2016/17","1","8","2","1","181"
"2016/17","1","8","2","2","188"
"2016/17","1","8","3","1","203"
"2016/17","1","8","3","2","229"
"2016/17","1","8","5","1","29"
"2016/17","1","8","5","2","20"
"2016/17","1","12","2","1","155"
"2016/17","1","12","2","2","462"
"2016/17","1","12","3","1","20"
"2016/17","1","12","3","2","53"
"2016/17","1","12","5","1","7"
"2016/17","1","12","5","2","26"
"2016/17","1","14","2","1","129"
"2016/17","1","14","2","2","1041"
"2016/17","1","14","3","1","12"
"2016/17","1","14","3","2","94"
"2016/17","1","14","5","1","4"
"2016/17","1","14","5","2","12"
"2016/17","3","1","2","1","704"
"2016/17","3","1","2","2","294"
"2016/17","3","1","3","1","75"
"2016/17","3","1","3","2","34"
"2016/17","3","1","5","1","30"
"2016/17","3","1","5","2","6"
"2016/17","3","2","2","1","2322"
"2016/17","3","2","2","2","211"
"2016/17","3","2","3","1","240"
"2016/17","3","2","3","2","27"
"2016/17","3","2","5","1","48"
"2016/17","3","2","5","2","21"
"2016/17","3","3","2","1","267"
"2016/17","3","3","2","2","172"
"2016/17","3","3","3","1","49"
"2016/17","3","3","3","2","21"
"2016/17","3","4","2","1","82"
"2016/17","3","4","2","2","33"
"2016/17","3","5","2","1","3229"
"2016/17","3","5","2","2","3295"
"2016/17","3","5","3","1","128"
"2016/17","3","5","3","2","109"
"2016/17","3","5","5","1","149"
"2016/17","3","5","5","2","55"
"2016/17","3","6","2","1","243"
"2016/17","3","6","2","2","414"
"2016/17","3","6","3","1","117"
"2016/17","3","6","3","2","122"
"2016/17","3","6","5","1","10"
"2016/17","3","6","5","2","7"
"2016/17","3","8","2","1","405"
"2016/17","3","8","2","2","526"
"2016/17","3","8","3","1","367"
"2016/17","3","8","3","2","428"
"2016/17","3","12","2","1","681"
"2016/17","3","12","2","2","2080"
"2016/17","3","12","3","1","26"
"2016/17","3","12","3","2","83"
"2016/17","3","12","5","1","13"
"2016/17","3","12","5","2","16"
"2016/17","3","14","2","1","641"
"2016/17","3","14","2","2","2879"
"2016/17","3","14","3","1","13"
"2016/17","3","14","3","2","23"
"2016/17","3","15","2","1","12"
"2016/17","3","15","2","2","89"
"2016/17","4","1","2","1","222"
"2016/17","4","1","2","2","67"
"2016/17","4","1","3","1","67"
"2016/17","4","1","3","2","17"
"2016/17","4","1","5","1","41"
"2016/17","4","1","5","2","12"
"2016/17","4","2","2","1","1442"
"2016/17","4","2","2","2","242"
"2016/17","4","2","3","1","72"
"2016/17","4","2","3","2","5"
"2016/17","4","2","5","1","140"
"2016/17","4","2","5","2","15"
"2016/17","4","3","2","1","231"
"2016/17","4","3","2","2","133"
"2016/17","4","3","3","1","39"
"2016/17","4","3","3","2","32"
"2016/17","4","3","5","1","37"
"2016/17","4","3","5","2","14"
"2016/17","4","5","2","1","1540"
"2016/17","4","5","2","2","999"
"2016/17","4","5","3","1","151"
"2016/17","4","5","3","2","119"
"2016/17","4","5","5","1","474"
"2016/17","4","5","5","2","241"
"2016/17","4","6","2","1","171"
"2016/17","4","6","2","2","282"
"2016/17","4","6","3","1","37"
"2016/17","4","6","3","2","66"
"2016/17","4","8","2","1","169"
"2016/17","4","8","2","2","177"
"2016/17","4","8","3","1","275"
"2016/17","4","8","3","2","253"
"2016/17","4","8","5","1","5"
"2016/17","4","8","5","2","4"
"2016/17","4","12","2","1","325"
"2016/17","4","12","2","2","926"
"2016/17","4","12","3","1","28"
"2016/17","4","12","3","2","79"
"2016/17","4","12","5","1","65"
"2016/17","4","12","5","2","99"
"2016/17","4","13","2","1","112"
"2016/17","4","13","2","2","241"
"2016/17","4","13","3","1","28"
"2016/17","4","13","3","2","72"
"2016/17","4","13","5","1","19"
"2016/17","4","13","5","2","19"
"2016/17","4","15","1","1","205"
"2016/17","4","15","1","2","173"
"2016/17","4","15","2","1","562"
"2016/17","4","15","2","2","1724"
"2016/17","4","15","3","1","177"
"2016/17","4","15","3","2","428"
"2016/17","4","15","5","1","11"
"2016/17","4","15","5","2","52"
"2016/17","5","1","2","1","362"
"2016/17","5","1","2","2","204"
"2016/17","5","1","3","1","54"
"2016/17","5","1","3","2","19"
"2016/17","5","1","5","1","46"
"2016/17","5","1","5","2","6"
"2016/17","5","2","2","1","1271"
"2016/17","5","2","2","2","112"
"2016/17","5","2","3","1","65"
"2016/17","5","2","3","2","4"
"2016/17","5","2","5","1","69"
"2016/17","5","2","5","2","2"
"2016/17","5","5","2","1","695"
"2016/17","5","5","2","2","753"
"2016/17","5","5","3","1","266"
"2016/17","5","5","3","2","249"
"2016/17","5","5","5","1","363"
"2016/17","5","5","5","2","136"
"2016/17","5","6","2","1","126"
"2016/17","5","6","2","2","353"
"2016/17","5","6","3","1","16"
"2016/17","5","6","3","2","33"
"2016/17","5","8","2","1","200"
"2016/17","5","8","2","2","272"
"2016/17","5","8","3","1","148"
"2016/17","5","8","3","2","199"
"2016/17","5","12","2","1","186"
"2016/17","5","12","2","2","575"
"2016/17","5","12","3","1","10"
"2016/17","5","12","3","2","21"
"2016/17","5","12","5","1","42"
"2016/17","5","12","5","2","83"
"2016/17","5","15","1","1","8"
"2016/17","5","15","1","2","8"
"2016/17","6","1","2","1","252"
"2016/17","6","1","2","2","88"
"2016/17","6","2","2","1","952"
"2016/17","6","2","2","2","104"
"2016/17","6","2","3","1","98"
"2016/17","6","2","3","2","11"
"2016/17","6","2","5","1","65"
"2016/17","6","2","5","2","10"
"2016/17","6","5","2","1","539"
"2016/17","6","5","2","2","399"
"2016/17","6","5","3","1","120"
"2016/17","6","5","3","2","64"
"2016/17","6","5","5","1","185"
"2016/17","6","5","5","2","74"
"2016/17","6","6","2","1","67"
"2016/17","6","6","2","2","186"
"2016/17","6","6","3","1","2"
"2016/17","6","6","3","2","17"
"2016/17","6","6","5","1","1"
"2016/17","6","8","2","1","38"
"2016/17","6","8","2","2","43"
"2016/17","6","8","3","1","130"
"2016/17","6","8","3","2","103"
"2016/17","6","8","5","1","20"
"2016/17","6","8","5","2","29"
"2016/17","6","12","2","1","82"
"2016/17","6","12","2","2","211"
"2016/17","6","14","2","1","149"
"2016/17","6","14","2","2","565"
"2016/17","6","14","5","1","19"
"2016/17","6","14","5","2","88"
"2016/17","6","15","1","1","8"
"2016/17","6","15","1","2","3"
"2016/17","6","15","2","1","49"
"2016/17","6","15","2","2","225"
"2016/17","6","15","3","1","89"
"2016/17","6","15","3","2","92"
"2016/17","6","15","5","1","3"
"2016/17","6","15","5","2","41"
"2016/17","7","1","2","1","401"
"2016/17","7","1","2","2","167"
"2016/17","7","1","3","1","11"
"2016/17","7","1","3","2","21"
"2016/17","7","1","5","1","6"
"2016/17","7","1","5","2","1"
"2016/17","7","2","2","1","1538"
"2016/17","7","2","2","2","230"
"2016/17","7","2","3","1","96"
"2016/17","7","2","3","2","5"
"2016/17","7","2","5","1","198"
"2016/17","7","2","5","2","41"
"2016/17","7","5","2","1","699"
"2016/17","7","5","2","2","648"
"2016/17","7","5","3","1","135"
"2016/17","7","5","3","2","86"
"2016/17","7","5","5","1","377"
"2016/17","7","5","5","2","95"
"2016/17","7","12","2","1","168"
"2016/17","7","12","2","2","479"
"2016/17","7","12","3","1","5"
"2016/17","7","12","3","2","21"
"2016/17","7","12","5","1","26"
"2016/17","7","12","5","2","29"
"2016/17","7","14","2","1","21"
"2016/17","7","14","2","2","201"
"2016/17","7","14","3","1","5"
"2016/17","7","14","3","2","32"
"2016/17","7","14","5","1","3"
"2016/17","7","14","5","2","29"
"2016/17","10","1","2","1","299"
"2016/17","10","1","2","2","99"
"2016/17","10","1","3","1","26"
"2016/17","10","1","3","2","19"
"2016/17","10","2","2","1","1769"
"2016/17","10","2","2","2","152"
"2016/17","10","2","3","1","137"
"2016/17","10","2","3","2","10"
"2016/17","10","2","5","1","156"
"2016/17","10","2","5","2","13"
"2016/17","10","3","2","1","647"
"2016/17","10","3","2","2","506"
"2016/17","10","3","3","1","91"
"2016/17","10","3","3","2","68"
"2016/17","10","5","2","1","3066"
"2016/17","10","5","2","2","2440"
"2016/17","10","5","3","1","406"
"2016/17","10","5","3","2","246"
"2016/17","10","5","5","1","927"
"2016/17","10","5","5","2","462"
"2016/17","10","6","2","1","227"
"2016/17","10","6","2","2","256"
"2016/17","10","6","3","1","18"
"2016/17","10","6","3","2","23"
"2016/17","10","6","5","1","3"
"2016/17","10","6","5","2","6"
"2016/17","10","8","2","1","319"
"2016/17","10","8","2","2","432"
"2016/17","10","8","3","1","431"
"2016/17","10","8","3","2","485"
"2016/17","10","8","5","1","13"
"2016/17","10","8","5","2","34"
"2016/17","10","11","2","1","70"
"2016/17","10","11","2","2","337"
"2016/17","10","11","3","1","11"
"2016/17","10","11","3","2","56"
"2016/17","10","11","5","1","26"
"2016/17","10","11","5","2","17"
"2016/17","10","12","2","1","188"
"2016/17","10","12","2","2","545"
"2016/17","10","12","3","1","20"
"2016/17","10","12","3","2","66"
"2016/17","10","12","5","1","19"
"2016/17","10","12","5","2","28"
"2016/17","10","13","2","1","57"
"2016/17","10","13","2","2","277"
"2016/17","10","13","3","1","29"
"2016/17","10","13","3","2","158"
"2016/17","10","13","5","1","145"
"2016/17","10","13","5","2","414"
"2016/17","10","14","2","1","141"
"2016/17","10","14","2","2","1231"
"2016/17","10","14","3","1","24"
"2016/17","10","14","3","2","116"
"2016/17","10","14","5","1","22"
"2016/17","10","14","5","2","122"
"2016/17","10","15","1","1","209"
"2016/17","10","15","1","2","179"
"2016/17","10","15","2","1","635"
"2016/17","10","15","2","2","1955"
"2016/17","10","15","3","1","168"
"2016/17","10","15","3","2","248"
"2016/17","10","15","5","1","5"
"2016/17","10","15","5","2","6"
"2016/17","14","5","2","1","459"
"2016/17","14","5","2","2","293"
"2016/17","14","5","3","1","2"
"2016/17","14","5","3","2","4"
"2016/17","14","5","5","1","821"
"2016/17","14","5","5","2","322"
"2016/17","14","8","2","1","28"
"2016/17","14","8","2","2","19"
"2016/17","14","8","3","1","5"
"2016/17","14","8","3","2","14"
"2016/17","14","14","2","1","7"
"2016/17","14","14","2","2","38"
"2016/17","14","14","3","1","2"
"2016/17","14","14","3","2","13"
"2016/17","14","14","5","1","14"
"2016/17","14","14","5","2","64"
"2016/17","17","15","1","1","853"
"2016/17","17","15","1","2","883"
"2016/17","17","15","2","1","1555"
"2016/17","17","15","2","2","6241"
"2016/17","17","15","3","1","904"
"2016/17","17","15","3","2","2456"
"2016/17","17","15","5","1","52"
"2016/17","17","15","5","2","164"
"2017/18","1","1","2","1","424"
"2017/18","1","1","2","2","127"
"2017/18","1","1","3","1","47"
"2017/18","1","1","3","2","16"
"2017/18","1","1","5","1","5"
"2017/18","1","1","5","2","1"
"2017/18","1","2","2","1","1016"
"2017/18","1","2","2","2","104"
"2017/18","1","2","3","1","52"
"2017/18","1","2","3","2","3"
"2017/18","1","2","5","1","121"
"2017/18","1","2","5","2","24"
"2017/18","1","3","2","1","83"
"2017/18","1","3","2","2","101"
"2017/18","1","3","3","1","61"
"2017/18","1","3","3","2","67"
"2017/18","1","4","2","1","234"
"2017/18","1","4","2","2","176"
"2017/18","1","5","2","1","622"
"2017/18","1","5","2","2","387"
"2017/18","1","5","3","1","89"
"2017/18","1","5","3","2","32"
"2017/18","1","5","5","1","56"
"2017/18","1","5","5","2","29"
"2017/18","1","6","2","1","37"
"2017/18","1","6","2","2","115"
"2017/18","1","6","3","1","21"
"2017/18","1","6","3","2","75"
"2017/18","1","6","5","1","1"
"2017/18","1","6","5","2","1"
"2017/18","1","7","2","1","87"
"2017/18","1","7","2","2","27"
"2017/18","1","7","3","1","34"
"2017/18","1","7","3","2","16"
"2017/18","1","8","2","1","177"
"2017/18","1","8","2","2","196"
"2017/18","1","8","3","1","208"
"2017/18","1","8","3","2","224"
"2017/18","1","8","5","1","34"
"2017/18","1","8","5","2","22"
"2017/18","1","12","2","1","141"
"2017/18","1","12","2","2","453"
"2017/18","1","12","3","1","20"
"2017/18","1","12","3","2","54"
"2017/18","1","12","5","1","7"
"2017/18","1","12","5","2","26"
"2017/18","1","14","2","1","141"
"2017/18","1","14","2","2","1092"
"2017/18","1","14","3","1","14"
"2017/18","1","14","3","2","94"
"2017/18","1","14","5","1","3"
"2017/18","1","14","5","2","9"
"2017/18","3","1","2","1","698"
"2017/18","3","1","2","2","317"
"2017/18","3","1","3","1","101"
"2017/18","3","1","3","2","39"
"2017/18","3","1","5","1","26"
"2017/18","3","1","5","2","6"
"2017/18","3","2","2","1","2352"
"2017/18","3","2","2","2","220"
"2017/18","3","2","3","1","223"
"2017/18","3","2","3","2","23"
"2017/18","3","2","5","1","30"
"2017/18","3","2","5","2","18"
"2017/18","3","3","2","1","259"
"2017/18","3","3","2","2","159"
"2017/18","3","3","3","1","39"
"2017/18","3","3","3","2","24"
"2017/18","3","4","2","1","79"
"2017/18","3","4","2","2","31"
"2017/18","3","5","2","1","3310"
"2017/18","3","5","2","2","3308"
"2017/18","3","5","3","1","109"
"2017/18","3","5","3","2","87"
"2017/18","3","5","5","1","135"
"2017/18","3","5","5","2","68"
"2017/18","3","6","2","1","247"
"2017/18","3","6","2","2","407"
"2017/18","3","6","3","1","123"
"2017/18","3","6","3","2","121"
"2017/18","3","6","5","1","9"
"2017/18","3","6","5","2","9"
"2017/18","3","8","2","1","406"
"2017/18","3","8","2","2","525"
"2017/18","3","8","3","1","354"
"2017/18","3","8","3","2","425"
"2017/18","3","12","2","1","638"
"2017/18","3","12","2","2","1926"
"2017/18","3","12","3","1","28"
"2017/18","3","12","3","2","84"
"2017/18","3","12","5","1","14"
"2017/18","3","12","5","2","15"
"2017/18","3","14","2","1","682"
"2017/18","3","14","2","2","2958"
"2017/18","3","14","3","1","24"
"2017/18","3","14","3","2","50"
"2017/18","3","15","2","1","12"
"2017/18","3","15","2","2","92"
"2017/18","4","1","2","1","229"
"2017/18","4","1","2","2","71"
"2017/18","4","1","3","1","61"
"2017/18","4","1","3","2","20"
"2017/18","4","1","5","1","27"
"2017/18","4","1","5","2","7"
"2017/18","4","2","2","1","1525"
"2017/18","4","2","2","2","272"
"2017/18","4","2","3","1","93"
"2017/18","4","2","3","2","6"
"2017/18","4","2","5","1","169"
"2017/18","4","2","5","2","10"
"2017/18","4","3","2","1","233"
"2017/18","4","3","2","2","158"
"2017/18","4","3","3","1","40"
"2017/18","4","3","3","2","27"
"2017/18","4","3","5","1","25"
"2017/18","4","3","5","2","15"
"2017/18","4","5","2","1","1573"
"2017/18","4","5","2","2","1011"
"2017/18","4","5","3","1","164"
"2017/18","4","5","3","2","130"
"2017/18","4","5","5","1","480"
"2017/18","4","5","5","2","235"
"2017/18","4","6","2","1","173"
"2017/18","4","6","2","2","278"
"2017/18","4","6","3","1","41"
"2017/18","4","6","3","2","73"
"2017/18","4","8","2","1","167"
"2017/18","4","8","2","2","187"
"2017/18","4","8","3","1","283"
"2017/18","4","8","3","2","253"
"2017/18","4","8","5","1","6"
"2017/18","4","8","5","2","3"
"2017/18","4","12","2","1","336"
"2017/18","4","12","2","2","940"
"2017/18","4","12","3","1","26"
"2017/18","4","12","3","2","76"
"2017/18","4","12","5","1","60"
"2017/18","4","12","5","2","106"
"2017/18","4","13","2","1","119"
"2017/18","4","13","2","2","278"
"2017/18","4","13","3","1","31"
"2017/18","4","13","3","2","71"
"2017/18","4","13","5","1","23"
"2017/18","4","13","5","2","15"
"2017/18","4","15","1","1","202"
"2017/18","4","15","1","2","159"
"2017/18","4","15","2","1","584"
"2017/18","4","15","2","2","1723"
"2017/18","4","15","3","1","196"
"2017/18","4","15","3","2","421"
"2017/18","4","15","5","1","7"
"2017/18","4","15","5","2","50"
"2017/18","5","1","2","1","370"
"2017/18","5","1","2","2","195"
"2017/18","5","1","3","1","48"
"2017/18","5","1","3","2","26"
"2017/18","5","1","5","1","48"
"2017/18","5","1","5","2","6"
"2017/18","5","2","2","1","1239"
"2017/18","5","2","2","2","120"
"2017/18","5","2","3","1","98"
"2017/18","5","2","3","2","7"
"2017/18","5","2","5","1","62"
"2017/18","5","2","5","2","3"
"2017/18","5","5","2","1","689"
"2017/18","5","5","2","2","737"
"2017/18","5","5","3","1","306"
"2017/18","5","5","3","2","284"
"2017/18","5","5","5","1","319"
"2017/18","5","5","5","2","139"
"2017/18","5","6","2","1","131"
"2017/18","5","6","2","2","344"
"2017/18","5","6","3","1","10"
"2017/18","5","6","3","2","27"
"2017/18","5","8","2","1","200"
"2017/18","5","8","2","2","263"
"2017/18","5","8","3","1","151"
"2017/18","5","8","3","2","174"
"2017/18","5","8","5","1","6"
"2017/18","5","8","5","2","13"
"2017/18","5","12","2","1","196"
"2017/18","5","12","2","2","554"
"2017/18","5","12","3","1","16"
"2017/18","5","12","3","2","17"
"2017/18","5","12","5","1","38"
"2017/18","5","12","5","2","77"
